text,label,words
万科董秘：房地产调整尚未结束 涨价说不成立,1,万科 董秘 ： 房地产 调整 尚未 结束   涨价 说 不 成立
《杀出重围3：人类革命》限定版公布,8,《 杀出重围 3 ： 人类 革命 》 限定版 公布
QDII出海一年 煎熬一年,0,QDII 出海 一年   煎熬 一年
权重股重挫考验10日均线,2,权重股 重挫 考验 10 日 均线
近期新盘项目推荐 燕郊5月底开盘排卡优惠,1,近期 新盘 项目 推荐   燕郊 5 月底 开盘 排卡 优惠
揭秘广东某中学“校长推荐”上北大选取全过程,3,揭秘 广东 某 中学 “ 校长 推荐 ” 上 北大 选取 全过程
如龙工作室创建 正统《如龙5》将公布,8,如龙 工作室 创建   正统 《 如龙 5 》 将 公布
基金顺利闯过8月解禁大考,0,基金 顺利 闯过 8 月 解禁 大考
四大金牌之师各存终极悬念 谁将是最后的幸运儿,7,四大 金牌 之师 各存 终极 悬念   谁 将 是 最后 的 幸运儿
京贸国际城豪掷两亿 通州首例房企巨资补偿,1,京贸 国际 城豪 掷 两亿   通州 首例 房企 巨资 补偿
美股期货上升 道指期货升5点,2,美股 期货 上升   道 指 期货 升 5 点
股指期货周岁展现四大变化 参与者走向成熟,0,股指 期货 周岁 展现 四大 变化   参与者 走向 成熟
《血战长空》探班 高希希否认自己片酬最高(图),9,《 血战 长空 》 探班   高希希 否认 自己 片酬 最高 ( 图 )
2名青年酒后持砍刀滋事致1死3伤,5,2 名 青年 酒后 持 砍刀 滋事 致 1 死 3 伤
女白领因收入缩水状告开发商要求退房,5,女白领 因 收入 缩水 状告 开发商 要求 退房
午盘：美股反复震荡成交量巨大,2,午盘 ： 美股 反复 震荡 成交量 巨大
首届TEDx北京演讲嘉宾：蒋显斌,4,首届 TEDx 北京 演讲 嘉宾 ： 蒋显斌
村民在违建校舍内捏气球煮锄头抗议政府占地,5,村民 在 违建 校舍 内 捏 气球 煮 锄头 抗议 政府 占地
吉林大学2008年会计硕士专业学位招生简章,3,吉林大学 2008 年 会计 硕士 专业学位 招生简章
超高性价比  松下H85型仅售价2200元,4,超 高性价比     松下 H85 型 仅 售价 2200 元
塔利班地区首领在驻阿联军空袭中丧生,6,塔利班 地区 首领 在 驻 阿 联军 空袭 中 丧生
澳洲股市：对衰退结束抱乐观态度,2,澳洲 股市 ： 对 衰退 结束 抱 乐观 态度
邵佳一微博赞国足确实很棒 德国杯首战将迎德丙弱旅,7,邵佳一 微博赞 国足 确实 很棒   德国杯 首战 将 迎德丙 弱旅
《怪物猎人日记》8月发售 特典公布,8,《 怪物 猎人 日记 》 8 月 发售   特典 公布
胡锦涛在深圳和广州等地考察工作,6,胡锦涛 在 深圳 和 广州 等 地 考察 工作
约而不买一对多产品预约销售失灵,0,约 而 不 买 一对 多 产品 预约 销售 失灵
拥有3倍光学变焦 富士AV105最新价399,4,拥有 3 倍 光学 变焦   富士 AV105 最新 价 399
投资金鹰基金 美的电器仍未扭亏,0,投资 金鹰 基金   美的 电器 仍 未 扭亏
《超级马里奥 银河2》Logo里的秘密,8,《 超级 马里奥   银河 2 》 Logo 里 的 秘密
MKV全格式 ICOO新品M100HDC详细参数,4,MKV 全 格式   ICOO 新品 M100HDC 详细 参数
留学加拿大：申请签证注意材料准备,3,留学 加拿大 ： 申请 签证 注意 材料 准备
俄罗斯叫停虚拟射击总统的互动广告,6,俄罗斯 叫停 虚拟 射击 总统 的 互动 广告
香港大学2008年度内地本科生入学计划公布,3,香港大学 2008 年度 内地 本科生 入学 计划 公布
广西成人高考15日起报名 网上报名注意事项,3,广西 成人高考 15 日起 报名   网上 报名 注意事项
三菱日联欲与摩根士丹利建合资公司,2,三菱 日联 欲 与 摩根士丹利 建 合资 公司
酒店服务员离职时被扣400元服装费,5,酒店 服务员 离职 时 被扣 400 元 服装费
李群：练20天打成这样已不错 换场地能赢日本20分,7,李群 ： 练 20 天 打成 这样 已 不错   换 场地 能 赢 日本 20 分
满载21人电梯从21层急坠地下4层(组图),5,满载 21 人 电梯 从 21 层急 坠地 下 4 层 ( 组图 )
交银国际：预计恒指8月份将表现较佳,2,交银 国际 ： 预计 恒指 8 月份 将 表现 较佳
《新英雄战记-露娜之歌》入门攻略,8,《 新 英雄 战记 - 露娜 之歌 》 入门 攻略
囤地风险正在发酵 楼市政策调控在即,1,囤地 风险 正在 发酵   楼市 政策 调控 在 即
E-WCL[XI]锦标赛WE战队确认参加！,8,E - WCL [ XI ] 锦标赛 WE 战队 确认 参加 ！
秘鲁载60人汽车坠入250米深峡谷至少30人死亡,6,秘鲁 载 60 人 汽车 坠入 250 米 深 峡谷 至少 30 人 死亡
传英特尔有意收购威盛电子,4,传 英特尔 有意 收购 威盛 电子
西山煤电：屯兰煤矿不属上市公司资产,2,西山 煤电 ： 屯兰 煤矿 不属 上市公司 资产
房山芭蕾雨悦都6月11日推90平3居享92折,1,房山 芭蕾 雨悦 都 6 月 11 日 推 90 平 3 居享 92 折
奚旭初：经适房建在哪,1,奚旭初 ： 经适 房建 在 哪
清晰稳定 JVC GZ-HM330 DV仅售4037元,4,清晰 稳定   JVC   GZ - HM330   DV 仅售 4037 元
养老院用地被指建豪华别墅群遭质疑(图),5,养老院 用地 被 指建 豪华 别墅 群遭 质疑 ( 图 )
日本企业受泰国洪灾影响关停工厂股价下跌,4,日本 企业 受 泰国 洪灾 影响 关停 工厂 股价 下跌
波多黎各大毒枭在多米尼加落网,6,波多黎各 大 毒枭 在 多米尼加 落网
6港校公布内地招生计划 澳门高校内地宣传启动,3,6 港校 公布 内地 招生 计划   澳门 高校 内地 宣传 启动
郑棉再创年内高点,0,郑棉 再创 年内 高点
第16名融科香雪兰溪通透三居公寓60万起(图),1,第 16 名融科 香雪 兰溪 通透 三居 公寓 60 万起 ( 图 )
中国红歌会全国10强场外展开另类比拼(图),9,中国 红 歌会 全国 10 强 场外 展开 另类 比拼 ( 图 )
国象奥赛中国队出征纪实 机场找到“职工食堂”,7,国象 奥赛 中国队 出征 纪实   机场 找到 “ 职工食堂 ”
中年妇女当街刺死8岁女孩(组图),5,中年妇女 当街 刺死 8 岁 女孩 ( 组图 )
河北国泉城60平起1-3居在售6500元可享95折,1,河北 国 泉城 60 平起 1 - 3 居在售 6500 元 可享 95 折
俄议员代替多名缺席者按表决器视频被传上网,6,俄 议员 代替 多名 缺席者 按 表决器 视频 被 传 上网
维勒加斯案给所有人上课 莱恩被举报被证实是误会,7,维勒 加斯 案给 所有人 上课   莱恩 被 举报 被 证实 是 误会
TCL通讯换帅 杨兴平辞去CEO,2,TCL 通讯 换帅   杨 兴平 辞去 CEO
忍者股东  潜伏三安光电三年赚三亿,2,忍者 股东     潜伏 三安 光电 三年 赚 三亿
国足02世界杯前后5场嫌疑球 内鬼配合庄家疯狂吸金,7,国足 02 世界杯 前后 5 场 嫌疑 球   内 鬼 配合 庄家 疯狂 吸金
知青戏也要喜剧化？ 《北风那个吹》更换角度,9,知青 戏 也 要 喜剧 化 ？   《 北风 那个 吹 》 更换 角度
韩国公开赛首轮未完赛 袁浩暂领衔中国内地球手,7,韩国 公开赛 首轮 未 完赛   袁浩暂 领衔 中国 内 地球 手
首部梅兰芳漫画传记出炉 郭敬明担任出版人,9,首部 梅兰芳 漫画 传记 出炉   郭敬明 担任 出版 人
万科救赎长三角 托管上海倒塌楼修复形象,1,万科 救赎 长三角   托管 上海 倒塌 楼 修复 形象
汉武大帝推骑兵玩法 宝马奔驰任你选,8,汉武大帝 推 骑兵 玩法   宝马 奔驰 任你选
中影抢占奥运后影市 《水啸雾都》9月强势登场,9,中影 抢占 奥运 后影 市   《 水啸 雾都 》 9 月 强势 登场
足协为省30万让国足菜地踢球 场地由建业免费提供,7,足协 为省 30 万让 国足 菜地 踢球   场地 由 建业 免费 提供
残疾男子因前妻临终叮嘱回报社会劝现妻当奶娘,5,残疾 男子 因 前妻 临终 叮嘱 回报 社会 劝现 妻当 奶娘
三人盗窃重达200斤保险柜被警方抓获,5,三人 盗窃 重达 200 斤 保险柜 被 警方 抓获
关注：南科大学生是否高考今有定论(图),3,关注 ： 南科 大学生 是否 高考 今有 定论 ( 图 )
浦银安盛基金副总经理因个人健康原因辞职,0,浦银安盛 基金 副总经理 因 个人 健康 原因 辞职
三原因助洛佩斯找回自我 大战魔兽背靠背才是考验,7,三 原因 助 洛佩斯 找回 自我   大战 魔兽 背靠背 才 是 考验
凯德置地4年爱心接力09中秋再赴智光之旅(组图),1,凯德 置 地 4 年 爱心 接力 09 中秋 再 赴 智光之 旅 ( 组图 )
男子伙同他人抢劫后原地喝酒庆祝被抓,5,男子 伙同他人 抢劫 后 原地 喝酒 庆祝 被 抓
东二环FREE自由季57平米精装开间,1,东二环 FREE 自由 季 57 平米 精装 开间
雪村被曝1日离婚2日再婚 “翠花”换人(图),9,雪村 被 曝 1 日 离婚 2 日 再婚   “ 翠花 ” 换人 ( 图 )
朱骏悄然抵日神秘督军申花 视国安为榜样誓折鹿角,7,朱骏 悄然 抵日 神秘 督军 申花   视 国安 为 榜样 誓折 鹿角
《通灵王》精美原画茶馆鬼庙精彩呈献,8,《 通灵王 》 精美 原画 茶馆 鬼庙 精彩 呈献
社区居民义务修车24年 身患癌症仍不歇(图),5,社区 居民 义务 修车 24 年   身患 癌症 仍 不 歇 ( 图 )
燕郊星河185项目60平起1-3居在售全款97折,1,燕郊 星河 185 项目 60 平起 1 - 3 居在售 全款 97 折
高辉清：房地产、股市出现泡沫迹象,1,高辉 清 ： 房地产 、 股市 出现 泡沫 迹象
背包游走德国小镇 传授“行者秘笈”,3,背包 游走 德国 小镇   传授 “ 行者 秘笈 ”
中招录取18日开始 沈阳中招录取政策全解读,3,中招 录取 18 日 开始   沈阳 中招 录取 政策 全 解读
PTA技术性反弹不改中期弱势 9000关才是强支撑,0,PTA 技术性 反弹 不改 中期 弱势   9000 关才 是 强 支撑
切尔西宣布英格兰新秀离队 三叉戟中第三人即将续约,7,切尔西 宣布 英格兰 新秀 离队   三叉戟 中 第三 人 即将 续约
AH溢指大涨6点至129 金融股A涨H跌,2,AH 溢 指大涨 6 点至 129   金融股 A 涨 H 跌
三环远洋公馆精装公寓均价36000元全款98折(图),1,三环 远洋 公馆 精装 公寓 均价 36000 元 全款 98 折 ( 图 )
外交部敦促美方抛弃冷战思维撤销对台军售,6,外交部 敦促 美方 抛弃 冷战 思维 撤销 对台 军售
送4G棒 支持3D影像索尼TX9C仅售2380,4,送 4G 棒   支持 3D 影像 索尼 TX9C 仅售 2380
昔日5.19暴涨 今日5.18止跌,2,昔日 5.19 暴涨   今日 5.18 止跌
申银万国：技术性反弹为主,2,申银万国 ： 技术性 反弹 为主
山东妖人能力足以比肩罗德 500助攻诠释现役第1人,7,山东 妖人 能力 足以 比肩 罗德   500 助攻 诠释 现役 第 1 人
现房尾货一样超值 天通苑商品房,1,现房 尾货 一样 超值   天通苑 商品房
备考指南：英语六级阅读理解题通关秘籍,3,备考 指南 ： 英语六级 阅读 理解 题 通关 秘籍
大学剩男剩女青睐二三线城市 买房容易生活自在,0,大学 剩男 剩女 青睐 二 三线 城市   买房 容易 生活 自 在
厦门警方侦破一起QQ空间传播淫秽物品案件,4,厦门 警方 侦破 一起 QQ 空间 传播 淫秽物品 案件
华为发布首款Android2.3系统CDMA手机,4,华为 发布 首款 Android2.3 系统 CDMA 手机
1600万像素15倍光变 GE通用X500仅1190元,4,1600 万 像素 15 倍 光变   G E通 用 X500 仅 1190 元
江苏小高考成绩揭晓 拿4A的考生大幅减少,3,江苏 小 高考 成绩 揭晓   拿 4A 的 考生 大幅 减少
女子与网友发生关系遭对方短信骚扰 泼硫酸报复,5,女子 与 网友 发生 关系 遭 对方 短信 骚扰   泼 硫酸 报复
限制产能渐成甄选强势股新角度,2,限制 产能 渐成 甄选 强势股 新 角度
甲醇期货今挂牌郑商所 专家建议理性看待炒新,0,甲醇 期货 今 挂牌 郑商所   专家建议 理性 看待 炒 新
孙红雷自曝初见巩俐打扮一小时(图),9,孙红雷 自 曝 初见 巩俐 打扮 一 小时 ( 图 )
EA宣布将推出《死亡空间2》典藏版,8,EA 宣布 将 推出 《 死亡 空间 2 》 典藏版
技校虚报学生学籍骗取财政资助款,5,技校 虚报 学生 学籍 骗取 财政 资助款
齐秦烧伤后首发声：脸部没问题很快会露面,9,齐秦 烧伤 后 首发 声 ： 脸部 没 问题 很快 会 露面
“123456789”时间千年一现,4,“ 123456789 ” 时间 千年 一现
网游《聚仙》热门职业-剑仙专题上线,8,网游 《 聚仙 》 热门 职业 - 剑 仙 专题 上线
巴西绝杀先生专为国家队而生 世界杯他恐挤掉阿德罗尼,7,巴西 绝杀 先生 专 为 国家队 而生   世界杯 他恐 挤掉 阿 德罗 尼
河北汤INN温泉酒店式公寓推精装小户型,1,河北 汤 INN 温泉 酒店式 公寓 推 精装 小户型
外媒点评十佳游戏MODDotA第六,8,外媒 点评 十佳 游戏 MODDotA 第六
崔鹏防守犯规被出示第二张黄牌 鲁能被迫10人应战,7,崔鹏 防守 犯规 被 出示 第二张 黄牌   鲁能 被迫 10 人 应战
国足训练卡马乔亲自上阵示范 逼抢反击成强调重点,7,国 足 训练 卡马乔 亲自 上阵 示范   逼抢 反击 成 强调 重点
美国老人看病要花多少钱,0,美国 老人 看病 要花 多少 钱
大盘初步顶住了三个利空的考验,2,大盘 初步 顶住 了 三个 利空 的 考验
星光半年少赚67%至1058万港元 息1仙,2,星光 半年 少 赚 67% 至 1058 万港元   息 1 仙
海地地震后天空因扬尘变成灰色,6,海地 地震 后 天空 因扬尘 变成 灰色
谷歌博弈微软 Android 2.1智能机汇总,4,谷歌 博弈 微软   Android   2.1 智能机 汇总
快讯：西藏发展跌近10% 恐连续五日跌停,2,快讯 ： 西藏 发展 跌近 10%   恐 连续 五日 跌停
美元走强改变理财产品方向 投资者仍宜短为主,0,美元 走强 改变 理财产品 方向   投资者 仍宜 短 为主
50倍的光学变焦 索尼SR20E仅售2522元,4,50 倍 的 光学 变焦   索尼 SR20E 仅售 2522 元
洪波：Hulu不是那根稻草,4,洪波 ： Hulu 不是 那根 稻草
顶秀美泉小镇2011国际时尚婚纱发布会启幕,1,顶 秀美 泉 小镇 2011 国际 时尚 婚纱 发布会 启幕
连豆下跌接近尾声,0,连豆 下跌 接近 尾声
6人团伙入室盗窃半年获百万元财物,5,6 人 团伙 入室 盗窃 半年 获 百万元 财物
杜克能源收购德州蓝翼太阳能电厂,2,杜克 能源 收购 德州 蓝翼 太阳能 电厂
男子以看房为名猥亵房东并拍裸照,5,男子 以 看房 为名 猥亵 房东 并 拍 裸照
上海网宿科技首次公开发行股票,4,上海 网宿 科技 首次 公开 发行股票
女儿卖房搬家照顾患病母亲,5,女儿 卖房 搬家 照顾 患病 母亲
美国3月领先指标为1.4% 前值为0.1%,2,美国 3 月 领先 指标 为 1.4%   前值 为 0.1%
美股评论：希腊应该重组债务并放弃欧元,2,美股 评论 ： 希腊 应该 重组 债务 并 放弃 欧元
昌平鳌山美泉50平起1-6居均价7200可享97折,1,昌平 鳌山 美泉 50 平起 1 - 6 居 均价 7200 可享 97 折
台湾宜兰外海发生4.0级地震,6,台湾 宜兰 外海 发生 4.0 级 地震
呼声：高考作文题请贴近大地,3,呼声 ： 高考 作文题 请 贴近 大地
二手房交易户口纠纷多 购房前勿忘约定户籍迁移,1,二手房 交易 户口 纠纷 多   购房 前 勿忘 约定 户籍 迁移
大盘仍将保持强势格局,2,大盘 仍 将 保持 强势 格局
基金经理黄欣：AH股折价蕴藏估值修复空间,2,基金 经理 黄欣 ： A H股 折价 蕴藏 估值 修复 空间
巴勒斯坦要求安理会讨论犹太人定居点问题,6,巴勒斯坦 要求 安理会 讨论 犹太人 定居点 问题
丈夫霸占妻子患病捐款后提出离婚,5,丈夫 霸占 妻子 患病 捐款 后 提出 离婚
丈夫卧病在床遭冷遇割断妻子喉咙,5,丈夫 卧病在床 遭 冷遇 割断 妻子 喉咙
Carbine将公布新游 魔兽原班人马打造,8,Carbine 将 公布 新游   魔兽 原班人马 打造
篮网哀鸿遍野主帅强颜欢笑 弗兰克：怀念连败之前,7,篮网 哀鸿遍野 主帅 强颜欢笑   弗兰克 ： 怀念 连败 之前
